year,donor_code,donor_iso3_code,donor_name,agency_code,agency_name,crs_id,project_number,initial_report,recipient_code,recipient_iso3_code,recipient_name,region_code,region_name,income_group_code,income_group_name,flow_code,flow_name,bilateral_multilateral,category,finance_type,aid_type,usd_commitment,usd_disbursement,usd_received,usd_commitment_deflated,usd_disbursement_deflated,usd_received_deflated,usd_adjustment,usd_adjustment_deflated,usd_amount_untied,usd_amount_partial_tied,usd_amount_tied,usd_amount_untied_deflated,usd_amount_partial_tied_deflated,usd_amount_tied_deflated,usd_irtc,usd_expert_commitment,usd_expert_extended,usd_export_credit,currency_code,commitment_national,disbursement_national,grant_equivalent,usd_grant_equivalent,short_description,project_title,purpose_code,purpose_name,sector_code,sector_name,channel_code,channel_name,channel_reported_name,channel_parent_category,geography,ldc_flag,ldc_flag_name,expected_start_date,completion_date,long_description,sdg_focus,keywords,gender,environment,pdgg,trade,rmnch,drr,nutrition,disability,ftc,pba,investment_project,associated_finance,biodiversity,climate_mitigation,climate_adaptation,desertification,commitment_date,type_repayment,number_repayment,interest_1,interest_2,repay_date_1,repay_date_2,usd_interest,usd_outstanding,usd_arrears_principal,usd_arrears_interest,capital_expenditure,psi_flag,psi_add_type,psi_add_assess,psi_add_dev_obj
2021,302,USA,United States,11,State Department,2021046854,105_181938,1,437,COL,Colombia,10006,South America,10019,UMICs,11,ODA Grants,1,10,110,C01,5e-05,0,,5.4e-05,0,,,,,,5e-05,,,5.4e-05,,,,,302,5e-05,0,,,BUREAU OF INTERNATIONAL NARCOTICS AND LAW ENFORCEMENT AFFAIRS - BPA CALL HOUSING CURTAINS BIN1803 KNOWLTON INL,Bureau of International Narcotics and Law Enforcement Affairs - BPA Call Housing Curtains BIN1803 Knowlton INL,16063,Narcotics control,160,I.6. Other Social Infrastructure & Services,61000,Private sector in provider country,Enterprise - United States Redacted,61000,,,,2021-02-23,2021-02-23,"U.S. Department of State: Bureau of International Narcotics and Law Enforcement Affairs. BPA_Call_Housing_Curtains_BIN1803_Knowlton_(INL)[Includes contractual purchases covering services and material furnished under agreement and not otherwise identified. It may include contractual personal services of doctors, etc., when they furnish supplies or charge for use of equipment, and, therefore, are not classified as contractual personal services under 1100.]",,,0,0,0,,0,0,0,,,,,,0,0,0,,2021-01-01,,,,,,,,,,,,,,,
2021,302,USA,United States,11,State Department,2021046855,105_181939,1,437,COL,Colombia,10006,South America,10019,UMICs,11,ODA Grants,1,10,110,C01,0,0,,0,0,,,,,,0,,,0,,,,,302,0,0,,,BUREAU OF INTERNATIONAL NARCOTICS AND LAW ENFORCEMENT AFFAIRS - BPA CALL HOUSING CURTAINS BIN1803 KNOWLTON INL,Bureau of International Narcotics and Law Enforcement Affairs - BPA Call Housing Curtains BIN1803 Knowlton INL,16063,Narcotics control,160,I.6. Other Social Infrastructure & Services,61000,Private sector in provider country,Enterprise - United States Redacted,61000,,,,2021-04-14,2021-04-14,"U.S. Department of State: Bureau of International Narcotics and Law Enforcement Affairs. BPA_Call_Housing_Curtains_BIN1803_Knowlton_(INL)[Includes contractual purchases covering services and material furnished under agreement and not otherwise identified. It may include contractual personal services of doctors, etc., when they furnish supplies or charge for use of equipment, and, therefore, are not classified as contractual personal services under 1100.]",,,0,0,0,,0,0,0,,,,,,0,0,0,,2021-01-01,,,,,,,,,,,,,,,
2021,302,USA,United States,11,State Department,2021046856,105_181940,1,437,COL,Colombia,10006,South America,10019,UMICs,11,ODA Grants,1,10,110,C01,3e-05,0,,3.2e-05,0,,,,,,3e-05,,,3.2e-05,,,,,302,3e-05,0,,,BUREAU OF INTERNATIONAL NARCOTICS AND LAW ENFORCEMENT AFFAIRS - BPA CALL HOUSING CURTAINS BIN814 ALLISON INL,Bureau of International Narcotics and Law Enforcement Affairs - BPA Call Housing Curtains BIN814 Allison INL,16063,Narcotics control,160,I.6. Other Social Infrastructure & Services,61000,Private sector in provider country,Enterprise - United States Redacted,61000,,,,2021-06-24,2021-06-24,"U.S. Department of State: Bureau of International Narcotics and Law Enforcement Affairs. BPA_Call_Housing_Curtains_BIN814_Allison_(INL)[Includes contractual purchases covering services and material furnished under agreement and not otherwise identified. It may include contractual personal services of doctors, etc., when they furnish supplies or charge for use of equipment, and, therefore, are not classified as contractual personal services under 1100.]",,,0,0,0,,0,0,0,,,,,,0,0,0,,2021-01-01,,,,,,,,,,,,,,,
2021,302,USA,United States,11,State Department,2021046857,105_181941,3,437,COL,Colombia,10006,South America,10019,UMICs,11,ODA Grants,1,10,110,C01,,3e-05,,,3.2e-05,,,,,,,,,,,,,,302,,3e-05,3e-05,3e-05,BUREAU OF INTERNATIONAL NARCOTICS AND LAW ENFORCEMENT AFFAIRS - BPA CALL HOUSING CURTAINS BIN814 ALLISON INL,Bureau of International Narcotics and Law Enforcement Affairs - BPA Call Housing Curtains BIN814 Allison INL,16063,Narcotics control,160,I.6. Other Social Infrastructure & Services,61000,Private sector in provider country,Enterprise - United States Redacted,61000,,,,2021-07-02,2021-07-02,"U.S. Department of State: Bureau of International Narcotics and Law Enforcement Affairs. BPA_Call_Housing_Curtains_BIN814_Allison_(INL)[Includes contractual purchases covering services and material furnished under agreement and not otherwise identified. It may include contractual personal services of doctors, etc., when they furnish supplies or charge for use of equipment, and, therefore, are not classified as contractual personal services under 1100.]",,,0,0,0,,0,0,0,,,,,,0,0,0,,2021-01-01,,,,,,,,,,,,,,,
2021,302,USA,United States,11,State Department,2021046926,105_182330,3,437,COL,Colombia,10006,South America,10019,UMICs,11,ODA Grants,1,10,110,C01,,5e-05,,,5.4e-05,,,,,,,,,,,,,,302,,5e-05,5e-05,5e-05,BUREAU OF INTERNATIONAL NARCOTICS AND LAW ENFORCEMENT AFFAIRS - BPA_CALL_HOUSING_CURTAINS_BIN1201_DYER_(INL),Bureau of International Narcotics and Law Enforcement Affairs - BPA_Call_Housing_Curtains_BIN1201_Dyer_(INL),16063,Narcotics control,160,I.6. Other Social Infrastructure & Services,61000,Private sector in provider country,Enterprise - United States Redacted,61000,,,,2021-04-07,2021-04-07,"U.S. Department of State: Bureau of International Narcotics and Law Enforcement Affairs. BPA_Call_Housing_Curtains_BIN1201_Dyer_(INL)[Includes contractual purchases covering services and material furnished under agreement and not otherwise identified. It may include contractual personal services of doctors, etc., when they furnish supplies or charge for use of equipment, and, therefore, are not classified as contractual personal services under 1100.]",,,0,0,0,,0,0,0,,,,,,0,0,0,,2021-01-01,,,,,,,,,,,,,,,
2021,302,USA,United States,11,State Department,2021046927,105_182331,1,437,COL,Colombia,10006,South America,10019,UMICs,11,ODA Grants,1,10,110,C01,5e-05,0,,5.4e-05,0,,,,,,5e-05,,,5.4e-05,,,,,302,5e-05,0,,,BUREAU OF INTERNATIONAL NARCOTICS AND LAW ENFORCEMENT AFFAIRS - BPA_CALL_HOUSING_CURTAINS_BIN1201_DYER_(INL),Bureau of International Narcotics and Law Enforcement Affairs - BPA_Call_Housing_Curtains_BIN1201_Dyer_(INL),16063,Narcotics control,160,I.6. Other Social Infrastructure & Services,61000,Private sector in provider country,Enterprise - United States Redacted,61000,,,,2021-03-02,2021-03-02,"U.S. Department of State: Bureau of International Narcotics and Law Enforcement Affairs. BPA_Call_Housing_Curtains_BIN1201_Dyer_(INL)[Includes contractual purchases covering services and material furnished under agreement and not otherwise identified. It may include contractual personal services of doctors, etc., when they furnish supplies or charge for use of equipment, and, therefore, are not classified as contractual personal services under 1100.]",,,0,0,0,,0,0,0,,,,,,0,0,0,,2021-01-01,,,,,,,,,,,,,,,
2021,302,USA,United States,11,State Department,2021050087,105_220630,1,349,HTI,Haiti,10005,Caribbean & Central America,10016,LDCs,11,ODA Grants,1,10,110,G01,0.00018,0,,0.000193,0,,,,,,,,,,,,,,302,0.00018,0,,,BUREAU OF INTERNATIONAL NARCOTICS AND LAW ENFORCEMENT AFFAIRS - DAVID URBIA INL'S OFFICER PCS COST,Bureau of International Narcotics and Law Enforcement Affairs - David Urbia INL's officer PCS cost,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,62000,Private sector in recipient country,Enterprise - Non United States Other,62000,,,,2021-08-24,2021-08-24,"U.S. Department of State: Bureau of International Narcotics and Law Enforcement Affairs. David Urbia PCS cost[Covers the warehousing of employee effects (household effects, unaccompanied baggage and other personal effects at point of origin awaiting shipment, at point of destination awaiting delivery, as well as enroute storage) which is not part of the carriers claim. Both van and loose-pack may be included. Includes short haul charges when not separately identified.]",,,0,0,0,,0,0,0,,,,,,0,0,0,,2021-01-01,,,,,,,,,,,,,,,
2021,302,USA,United States,11,State Department,2021050826,105_223846,1,347,GTM,Guatemala,10005,Caribbean & Central America,10019,UMICs,11,ODA Grants,1,10,110,G01,0.0018,0,,0.001927,0,,,,,,,,,,,,,,302,0.0018,0,,,BUREAU OF INTERNATIONAL NARCOTICS AND LAW ENFORCEMENT AFFAIRS - ELECTRICITY SERVICES FOR INL OFFICES HOUSING POOL,Bureau of International Narcotics and Law Enforcement Affairs - Electricity services for INL Offices Housing Pool,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,62000,Private sector in recipient country,Enterprise - Non United States Other,62000,,,,2021-11-24,2021-11-24,"U.S. Department of State: Bureau of International Narcotics and Law Enforcement Affairs. Electricity services for INL Offices Housing Pool FY22[Covers costs of purchased utilities, i.e., purchase of water, gas, electricity (light and power), sewage, garbage and trash disposal, and metered hot water heating.]",,,0,0,0,,0,0,0,,,,,,0,0,0,,2021-01-01,,,,,,,,,,,,,,,
2021,302,USA,United States,11,State Department,2021050827,105_223847,3,347,GTM,Guatemala,10005,Caribbean & Central America,10019,UMICs,11,ODA Grants,1,10,110,G01,,0.00019,,,0.000203,,,,,,,,,,,,,,302,,0.00019,0.00019,0.00019,BUREAU OF INTERNATIONAL NARCOTICS AND LAW ENFORCEMENT AFFAIRS - ELECTRICITY SERVICES FOR INL OFFICES HOUSING POOL,Bureau of International Narcotics and Law Enforcement Affairs - Electricity services for INL Offices Housing Pool,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,62000,Private sector in recipient country,Enterprise - Non United States Other,62000,,,,2021-11-26,2021-11-26,"U.S. Department of State: Bureau of International Narcotics and Law Enforcement Affairs. Electricity services for INL Offices Housing Pool FY22[Covers costs of purchased utilities, i.e., purchase of water, gas, electricity (light and power), sewage, garbage and trash disposal, and metered hot water heating.]",,,0,0,0,,0,0,0,,,,,,0,0,0,,2021-01-01,,,,,,,,,,,,,,,
2021,302,USA,United States,11,State Department,2021050828,105_223848,3,347,GTM,Guatemala,10005,Caribbean & Central America,10019,UMICs,11,ODA Grants,1,10,110,G01,,0.00128,,,0.00137,,,,,,,,,,,,,,302,,0.00128,0.00128,0.00128,BUREAU OF INTERNATIONAL NARCOTICS AND LAW ENFORCEMENT AFFAIRS - ELECTRICITY SERVICES FOR INL OFFICES HOUSING POOL,Bureau of International Narcotics and Law Enforcement Affairs - Electricity services for INL Offices Housing Pool,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,62000,Private sector in recipient country,Enterprise - Non United States Other,62000,,,,2021-12-08,2021-12-08,"U.S. Department of State: Bureau of International Narcotics and Law Enforcement Affairs. Electricity services for INL Offices Housing Pool FY22[Covers costs of purchased utilities, i.e., purchase of water, gas, electricity (light and power), sewage, garbage and trash disposal, and metered hot water heating.]",,,0,0,0,,0,0,0,,,,,,0,0,0,,2021-01-01,,,,,,,,,,,,,,,
2021,302,USA,United States,11,State Department,2021050829,105_223849,1,347,GTM,Guatemala,10005,Caribbean & Central America,10019,UMICs,11,ODA Grants,1,10,110,G01,0.0036,0.00148,,0.003853,0.001584,,,,,,,,,,,,,,302,0.0036,0.00148,0.00148,0.00148,BUREAU OF INTERNATIONAL NARCOTICS AND LAW ENFORCEMENT AFFAIRS - ELECTRICITY SERVICES FOR INL OFFICES HOUSING POOL,Bureau of International Narcotics and Law Enforcement Affairs - Electricity services for INL Offices Housing Pool,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,62000,Private sector in recipient country,Enterprise - Non United States Other,62000,,,,2021-12-29,2021-12-29,"U.S. Department of State: Bureau of International Narcotics and Law Enforcement Affairs. Electricity services for INL Offices Housing Pool FY22[Covers costs of purchased utilities, i.e., purchase of water, gas, electricity (light and power), sewage, garbage and trash disposal, and metered hot water heating.]",,,0,0,0,,0,0,0,,,,,,0,0,0,,2021-01-01,,,,,,,,,,,,,,,
2021,302,USA,United States,11,State Department,2021051304,105_226888,1,352,BLZ,Belize,10005,Caribbean & Central America,10018,LMICs,11,ODA Grants,1,10,110,G01,0.00013,0,,0.000139,0,,,,,,,,,,,,,,302,0.00013,0,,,BUREAU OF INTERNATIONAL NARCOTICS AND LAW ENFORCEMENT AFFAIRS - FM ICASS 90019 HOUSING DIESEL FUEL,Bureau of International Narcotics and Law Enforcement Affairs - FM ICASS 90019 HOUSING DIESEL FUEL,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,62000,Private sector in recipient country,Enterprise - Non United States Other,62000,,,,2021-09-14,2021-09-14,"U.S. Department of State: Bureau of International Narcotics and Law Enforcement Affairs. FM ICASS 90019 HOUSING DIESEL FUEL[Covers costs of liquid and hard fuels separate from automotive fuels and purchased utilities. These items are for space heating and for operating of equipment and include fuels for generators, self-generated utilities and bottled gas.]",,,0,0,0,,0,0,0,,,,,,0,0,0,,2021-01-01,,,,,,,,,,,,,,,
2021,302,USA,United States,11,State Department,2021053520,105_236817,1,665,PAK,Pakistan,10009,South & Central Asia,10018,LMICs,11,ODA Grants,1,10,110,G01,,0,,,0,,-0.00035,-0.000375,,,,,,,,,,,302,,0,,,"BUREAU OF INTERNATIONAL NARCOTICS AND LAW ENFORCEMENT AFFAIRS - FUNDS FOR PCS ORDERS-BERGAUST, CHRISTOPHER ,INL-P,","Bureau of International Narcotics and Law Enforcement Affairs - Funds for PCS orders-Bergaust, Christopher ,INL-P,",91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,62000,Private sector in recipient country,Enterprise - Non United States Other,62000,,,,2021-09-23,2021-09-23,"U.S. Department of State: Bureau of International Narcotics and Law Enforcement Affairs. Funds for PCS orders-Bergaust, Christopher ,INL-P, JSO[Covers the warehousing of employee effects (household effects, unaccompanied baggage and other personal effects at point of origin awaiting shipment, at point of destination awaiting delivery, as well as enroute storage) which is not part of the carriers claim. Both van and loose-pack may be included. Includes short haul charges when not separately identified.]",,,0,0,0,,0,0,0,,,,,,0,0,0,,2021-01-01,,,,,,,,,,,,,,,
2021,302,USA,United States,11,State Department,2021053768,105_238168,1,437,COL,Colombia,10006,South America,10019,UMICs,11,ODA Grants,1,10,110,C01,0.00042,0,,0.00045,0,,,,0.00042,,,0.00045,,,,,,,302,0.00042,0,,,BUREAU OF INTERNATIONAL NARCOTICS AND LAW ENFORCEMENT AFFAIRS - GSO HOUSING FULL JANITORIAL SERVICE CASALIMPIA MAU,Bureau of International Narcotics and Law Enforcement Affairs - GSO HOUSING FULL JANITORIAL SERVICE CASALIMPIA MAU,16063,Narcotics control,160,I.6. Other Social Infrastructure & Services,62000,Private sector in recipient country,Enterprise - Non United States Other,62000,,,,2021-05-20,2021-05-20,"U.S. Department of State: Bureau of International Narcotics and Law Enforcement Affairs. GSO_HOUSING_FULL JANITORIAL SERVICE_CASALIMPIA_MAUPIN_(INL)[Includes all services classified under Subobject 2551 which are procured from sources other than the Public Buildings Administration, GSA except for those maintenance service contracts for nonresidential buildings abroad covered by 2512.]",,,0,0,0,,0,0,0,,,,,,0,0,0,,2021-01-01,,,,,,,,,,,,,,,
2021,302,USA,United States,11,State Department,2021053767,105_238167,1,437,COL,Colombia,10006,South America,10019,UMICs,11,ODA Grants,1,10,110,C01,1e-05,0,,1.1e-05,0,,,,1e-05,,,1.1e-05,,,,,,,302,1e-05,0,,,BUREAU OF INTERNATIONAL NARCOTICS AND LAW ENFORCEMENT AFFAIRS - GSO HOUSING FULL JANITORIAL SERVICE CASALIMPIA MAU,Bureau of International Narcotics and Law Enforcement Affairs - GSO HOUSING FULL JANITORIAL SERVICE CASALIMPIA MAU,16063,Narcotics control,160,I.6. Other Social Infrastructure & Services,62000,Private sector in recipient country,Enterprise - Non United States Other,62000,,,,2021-05-20,2021-05-20,U.S. Department of State: Bureau of International Narcotics and Law Enforcement Affairs. GSO_HOUSING_FULL JANITORIAL SERVICE_CASALIMPIA_MAUPIN_(INL)[Covers receivables established for refund of value added taxes (VAT)],,,0,0,0,,0,0,0,,,,,,0,0,0,,2021-01-01,,,,,,,,,,,,,,,
2021,302,USA,United States,11,State Department,2021053775,105_238207,3,437,COL,Colombia,10006,South America,10019,UMICs,11,ODA Grants,1,10,110,C01,,0,,,0,,,,,,,,,,,,,,302,,0,,,BUREAU OF INTERNATIONAL NARCOTICS AND LAW ENFORCEMENT AFFAIRS - GSO HOUSING LIGHT JANITORIAL WELCOME KIT INSTALLA,Bureau of International Narcotics and Law Enforcement Affairs - GSO HOUSING LIGHT JANITORIAL WELCOME KIT INSTALLA,15210,Security system management and reform,152,"I.5.b. Conflict, Peace & Security",61000,Private sector in provider country,Enterprise - United States Redacted,61000,,,,2021-08-20,2021-08-20,U.S. Department of State: Bureau of International Narcotics and Law Enforcement Affairs. GSO_HOUSING_LIGHT JANITORIAL WELCOME KIT INSTALLA_PENA_(INL)[Covers receivables established for refund of value added taxes (VAT)],,,0,0,2,,0,0,0,,,,,,0,0,0,,2021-01-01,,,,,,,,,,,,,,,
2021,302,USA,United States,11,State Department,2021053776,105_238208,1,437,COL,Colombia,10006,South America,10019,UMICs,11,ODA Grants,1,10,110,C01,0,0,,0,0,,,,,,0,,,0,,,,,302,0,0,,,BUREAU OF INTERNATIONAL NARCOTICS AND LAW ENFORCEMENT AFFAIRS - GSO HOUSING LIGHT JANITORIAL WELCOME KIT INSTALLA,Bureau of International Narcotics and Law Enforcement Affairs - GSO HOUSING LIGHT JANITORIAL WELCOME KIT INSTALLA,15210,Security system management and reform,152,"I.5.b. Conflict, Peace & Security",61000,Private sector in provider country,Enterprise - United States Redacted,61000,,,,2021-06-30,2021-06-30,U.S. Department of State: Bureau of International Narcotics and Law Enforcement Affairs. GSO_HOUSING_LIGHT JANITORIAL WELCOME KIT INSTALLA_PENA_(INL)[Covers receivables established for refund of value added taxes (VAT)],,,0,0,2,,0,0,0,,,,,,0,0,0,,2021-01-01,,,,,,,,,,,,,,,
2021,302,USA,United States,11,State Department,2021053778,105_238210,3,437,COL,Colombia,10006,South America,10019,UMICs,11,ODA Grants,1,10,110,C01,,0.00017,,,0.000182,,,,,,,,,,,,,,302,,0.00017,0.00017,0.00017,BUREAU OF INTERNATIONAL NARCOTICS AND LAW ENFORCEMENT AFFAIRS - GSO HOUSING LIGHT JANITORIAL WELCOME KIT INSTALLA,Bureau of International Narcotics and Law Enforcement Affairs - GSO HOUSING LIGHT JANITORIAL WELCOME KIT INSTALLA,15210,Security system management and reform,152,"I.5.b. Conflict, Peace & Security",61000,Private sector in provider country,Enterprise - United States Redacted,61000,,,,2021-08-20,2021-08-20,"U.S. Department of State: Bureau of International Narcotics and Law Enforcement Affairs. GSO_HOUSING_LIGHT JANITORIAL WELCOME KIT INSTALLA_PENA_(INL)[Includes all services classified under Subobject 2551 which are procured from sources other than the Public Buildings Administration, GSA except for those maintenance service contracts for nonresidential buildings abroad covered by 2512.]",,,0,0,2,,0,0,0,,,,,,0,0,0,,2021-01-01,,,,,,,,,,,,,,,
2021,302,USA,United States,11,State Department,2021053779,105_238211,1,437,COL,Colombia,10006,South America,10019,UMICs,11,ODA Grants,1,10,110,C01,0.00017,0,,0.000182,0,,,,,,0.00017,,,0.000182,,,,,302,0.00017,0,,,BUREAU OF INTERNATIONAL NARCOTICS AND LAW ENFORCEMENT AFFAIRS - GSO HOUSING LIGHT JANITORIAL WELCOME KIT INSTALLA,Bureau of International Narcotics and Law Enforcement Affairs - GSO HOUSING LIGHT JANITORIAL WELCOME KIT INSTALLA,15210,Security system management and reform,152,"I.5.b. Conflict, Peace & Security",61000,Private sector in provider country,Enterprise - United States Redacted,61000,,,,2021-06-30,2021-06-30,"U.S. Department of State: Bureau of International Narcotics and Law Enforcement Affairs. GSO_HOUSING_LIGHT JANITORIAL WELCOME KIT INSTALLA_PENA_(INL)[Includes all services classified under Subobject 2551 which are procured from sources other than the Public Buildings Administration, GSA except for those maintenance service contracts for nonresidential buildings abroad covered by 2512.]",,,0,0,2,,0,0,0,,,,,,0,0,0,,2021-01-01,,,,,,,,,,,,,,,
2021,302,USA,United States,11,State Department,2021053780,105_238212,1,437,COL,Colombia,10006,South America,10019,UMICs,11,ODA Grants,1,10,110,C01,0,0,,0,0,,,,,,0,,,0,,,,,302,0,0,,,BUREAU OF INTERNATIONAL NARCOTICS AND LAW ENFORCEMENT AFFAIRS - GSO HOUSING LIGHT JANITORIAL WELCOME KIT INSTALLA,Bureau of International Narcotics and Law Enforcement Affairs - GSO HOUSING LIGHT JANITORIAL WELCOME KIT INSTALLA,15210,Security system management and reform,152,"I.5.b. Conflict, Peace & Security",61000,Private sector in provider country,Enterprise - United States Redacted,61000,,,,2021-09-01,2021-09-01,"U.S. Department of State: Bureau of International Narcotics and Law Enforcement Affairs. GSO_HOUSING_LIGHT JANITORIAL WELCOME KIT INSTALLA_PENA_(INL)[Includes all services classified under Subobject 2551 which are procured from sources other than the Public Buildings Administration, GSA except for those maintenance service contracts for nonresidential buildings abroad covered by 2512.]",,,0,0,2,,0,0,0,,,,,,0,0,0,,2021-01-01,,,,,,,,,,,,,,,
2021,302,USA,United States,11,State Department,2021053781,105_238215,1,437,COL,Colombia,10006,South America,10019,UMICs,11,ODA Grants,1,10,110,C01,,0,,,0,,-0.00059,-0.000632,-0.00059,,,-0.000632,,,,,,,302,,0,,,BUREAU OF INTERNATIONAL NARCOTICS AND LAW ENFORCEMENT AFFAIRS - GSO HOUSING TURN OVER EMBASSY FUNDS COLINASA INL,Bureau of International Narcotics and Law Enforcement Affairs - GSO HOUSING TURN OVER EMBASSY FUNDS COLINASA INL,15210,Security system management and reform,152,"I.5.b. Conflict, Peace & Security",62000,Private sector in recipient country,Enterprise - Non United States Other,62000,,,,2021-04-13,2021-04-13,"U.S. Department of State: Bureau of International Narcotics and Law Enforcement Affairs. PR9376177 - GSO HOUSING TURN OVER EMBASSY FUNDS_COLINASA (INL)ARELLANO[Covers all general repair and maintenance of buildings, grounds, fixed or built- in equipment which meet the criteria of restoration, preservation or minor alterations which do not basically alter the size or use of the property. Such repairs and minor alterations include, but are not limited to: (1) Replacement of deteriorated roofing materials, window sashes and glass, repaving driveways, repairs to retaining walls or fences, (2) Alterations that involve door and partition changes, adding shelving or closets, etc., provided such alterations do not affect the structure or bearing walls, (3) Repairs to fixed or built- in equipment such as telephone systems, ventilating and air conditioning systems, water and plumbing systems and fixtures, hot water heaters, power generating plants, elevators, awnings, venetian blinds, etc., and (4) Interior and exterior painting. For direct employment of building service personnel, whether appointed or engaged under personal service contracts, or maintenance contracts for servicing heating systems, air conditioning equipment and the like, see Facility Operations, codes 2551 and 2552. For official residence expenses see codes 2571 through 2574.]",,,0,0,2,,0,0,0,,,,,,0,0,0,,2021-01-01,,,,,,,,,,,,,,,
2021,302,USA,United States,11,State Department,2021053782,105_238223,1,437,COL,Colombia,10006,South America,10019,UMICs,11,ODA Grants,1,10,110,C01,3e-05,0,,3.2e-05,0,,,,3e-05,,,3.2e-05,,,,,,,302,3e-05,0,,,BUREAU OF INTERNATIONAL NARCOTICS AND LAW ENFORCEMENT AFFAIRS - GSO HOUSING WELCOME KIT INSTALLATION MR.CLEAN REMY,Bureau of International Narcotics and Law Enforcement Affairs - GSO HOUSING WELCOME KIT INSTALLATION MR.CLEAN REMY,15210,Security system management and reform,152,"I.5.b. Conflict, Peace & Security",62000,Private sector in recipient country,Enterprise - Non United States Other,62000,,,,2021-12-29,2021-12-29,"U.S. Department of State: Bureau of International Narcotics and Law Enforcement Affairs. GSO HOUSING WELCOME KIT INSTALLATION MR.CLEAN REMY INL [Includes all services classified under Subobject 2551 which are procured from sources other than the Public Buildings Administration, GSA except for those maintenance service contracts for nonresidential buildings abroad covered by 2512.]",,,0,0,2,,0,0,0,,,,,,0,0,0,,2021-01-01,,,,,,,,,,,,,,,
2021,302,USA,United States,11,State Department,2021053783,105_238224,3,437,COL,Colombia,10006,South America,10019,UMICs,11,ODA Grants,1,10,110,C01,,6e-05,,,6.4e-05,,,,,,,,,,,,,,302,,6e-05,6e-05,6e-05,BUREAU OF INTERNATIONAL NARCOTICS AND LAW ENFORCEMENT AFFAIRS - GSO HOUSING CURTAIN MAINTENANCE ESPITIA PAS INL R,Bureau of International Narcotics and Law Enforcement Affairs - GSO HOUSING curtain Maintenance Espitia PAS INL R,16063,Narcotics control,160,I.6. Other Social Infrastructure & Services,61000,Private sector in provider country,Enterprise - United States Redacted,61000,,,,2021-09-08,2021-09-08,U.S. Department of State: Bureau of International Narcotics and Law Enforcement Affairs. PR10024968 - GSO HOUSING curtain Maintenance_Espitia (PAS-INL)RAMAN[Covers receivables established for refund of value added taxes (VAT)],,,0,0,0,,0,0,0,,,,,,0,0,0,,2021-01-01,,,,,,,,,,,,,,,
2021,302,USA,United States,11,State Department,2021053794,105_238278,1,261,NGA,Nigeria,10003,South of Sahara,10018,LMICs,11,ODA Grants,1,10,110,C01,0,0,,0,0,,,,0,,,0,,,,,,,302,0,0,,,BUREAU OF INTERNATIONAL NARCOTICS AND LAW ENFORCEMENT AFFAIRS - GSO LAGOS HOUSING CUSTODIAL CLEANING OF CAMERON A,Bureau of International Narcotics and Law Enforcement Affairs - GSO Lagos Housing Custodial Cleaning of Cameron A,15130,Legal and judicial development,151,I.5.a. Government & Civil Society-general,62000,Private sector in recipient country,Enterprise - Non United States Other,62000,,,,2021-03-17,2021-03-17,U.S. Department of State: Bureau of International Narcotics and Law Enforcement Affairs. GSO Lagos Housing Custodial Cleaning of Cameron A21[Covers costs of miscellaneous custodial supplies (janitorial and other housekeeping supplies) not otherwise classified.],,,0,0,2,,0,0,0,,,,,,0,0,0,,2021-01-01,,,,,,,,,,,,,,,
2021,302,USA,United States,11,State Department,2021053759,105_238150,3,437,COL,Colombia,10006,South America,10019,UMICs,11,ODA Grants,1,10,110,C01,,0.00029,,,0.00031,,,,,,,,,,,,,,302,,0.00029,0.00029,0.00029,BUREAU OF INTERNATIONAL NARCOTICS AND LAW ENFORCEMENT AFFAIRS - GSO HOUSING CURTAIN MAINTENANCE BERRIO INL MAUP,Bureau of International Narcotics and Law Enforcement Affairs - GSO HOUSING CURTAIN MAINTENANCE Berrio INL MAUP,16063,Narcotics control,160,I.6. Other Social Infrastructure & Services,61000,Private sector in provider country,Enterprise - United States Redacted,61000,,,,2021-08-12,2021-08-12,"U.S. Department of State: Bureau of International Narcotics and Law Enforcement Affairs. GSO HOUSING CURTAIN MAINTENANCE Berrio INL MAUP[Includes contractual purchases covering services and material furnished under agreement and not otherwise identified. It may include contractual personal services of doctors, etc., when they furnish supplies or charge for use of equipment, and, therefore, are not classified as contractual personal services under 1100.]",,,0,0,0,,0,0,0,,,,,,0,0,0,,2021-01-01,,,,,,,,,,,,,,,
